EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss,
1.8,45,男,已婚,13,政府,5,有,无防盗装置,国产,0,0
1.6,41,男,已婚,13,政府,5,有,有防盗装置,国产,0,0
1.8,41,男,已婚,13,公司,5,有,无防盗装置,国产,0,0
1.8,37,男,已婚,13,私人,5,有,无防盗装置,国产,0,0
1.8,34,男,已婚,13,政府,5,有,无防盗装置,国产,0,0
1.8,34,男,已婚,13,政府,5,有,无防盗装置,国产,0,0
1.6,32,男,已婚,13,政府,5,有,有防盗装置,国产,0,0
2,38,男,已婚,13,公司,4,无,无防盗装置,进口,0,0
1.6,36,女,已婚,13,政府,4,无,无防盗装置,国产,0,0
1.8,34,男,已婚,13,政府,4,有,无防盗装置,国产,0,0
1.8,50,男,已婚,13,私人,3,有,无防盗装置,国产,0,0
3,45,男,已婚,13,公司,3,有,有防盗装置,进口,1,2904
1.8,44,男,已婚,13,私人,3,有,有防盗装置,国产,0,0
1.8,42,男,已婚,13,政府,3,有,无防盗装置,国产,1,5184
2,41,男,已婚,13,公司,3,无,无防盗装置,国产,0,0
2,39,男,已婚,13,公司,3,有,无防盗装置,国产,0,0
1.8,37,男,已婚,13,公司,3,有,无防盗装置,进口,0,0
1.8,35,男,已婚,13,公司,3,无,无防盗装置,国产,0,0
2.5,35,男,已婚,13,公司,3,有,有防盗装置,进口,1,20280
1.8,54,女,已婚,13,公司,2,无,无防盗装置,国产,0,0
1.8,41,男,已婚,13,公司,2,有,有防盗装置,进口,0,0
1.8,36,女,已婚,13,政府,2,无,无防盗装置,国产,0,0
1.8,36,男,已婚,13,政府,2,无,无防盗装置,进口,0,0
1.8,36,男,已婚,13,公司,2,有,无防盗装置,国产,0,0
1.8,36,男,已婚,13,政府,2,无,无防盗装置,国产,1,700
1.6,35,男,已婚,13,公司,2,有,无防盗装置,国产,0,0
1.6,35,男,已婚,13,私人,2,有,有防盗装置,国产,0,0
1.6,35,男,已婚,13,私人,2,有,无防盗装置,国产,0,0
1.6,35,男,已婚,13,政府,2,有,无防盗装置,国产,1,2144
2.1,34,男,已婚,13,公司,2,有,有防盗装置,进口,0,0
1.6,33,男,已婚,13,政府,2,有,无防盗装置,国产,0,0
1.8,33,男,已婚,13,公司,2,有,无防盗装置,国产,0,0
1.5,59,男,已婚,13,公司,1,有,无防盗装置,国产,0,0
2.8,52,男,已婚,13,公司,1,有,有防盗装置,进口,1,352
1.6,49,男,已婚,13,私人,1,有,无防盗装置,国产,0,0
1.8,48,男,已婚,13,私人,1,有,无防盗装置,国产,0,0
1.6,46,男,已婚,13,公司,1,有,有防盗装置,进口,0,0
2,45,男,已婚,13,政府,1,有,无防盗装置,进口,0,0
1.2,44,男,已婚,13,公司,1,有,无防盗装置,国产,0,0
1.4,44,男,已婚,13,私人,1,有,无防盗装置,国产,0,0
1.8,44,男,已婚,13,私人,1,有,有防盗装置,国产,0,0
2,44,男,已婚,13,私人,1,有,无防盗装置,进口,1,1530.8
1,43,男,已婚,13,公司,1,有,无防盗装置,国产,0,0
1.6,41,男,已婚,13,公司,1,有,无防盗装置,国产,0,0
2,41,男,已婚,13,公司,1,有,有防盗装置,进口,0,0
1.1,40,男,已婚,13,公司,1,有,无防盗装置,国产,0,0
1.8,40,男,已婚,13,私人,1,有,有防盗装置,进口,0,0
1.8,40,男,已婚,13,私人,1,有,有防盗装置,国产,0,0
1.8,40,男,已婚,13,私人,1,有,无防盗装置,国产,1,1427.2
1.8,38,男,已婚,13,政府,1,无,无防盗装置,进口,0,0
1.8,38,男,已婚,13,私人,1,有,无防盗装置,进口,0,0
2,38,男,已婚,13,公司,1,有,无防盗装置,进口,0,0
1.5,36,男,已婚,13,公司,1,有,无防盗装置,国产,0,0
2,36,男,已婚,13,政府,1,有,有防盗装置,国产,0,0
2.8,36,男,已婚,13,私人,1,有,有防盗装置,进口,0,0
1.6,35,男,已婚,13,公司,1,无,无防盗装置,进口,0,0
1.8,35,男,已婚,13,私人,1,无,无防盗装置,国产,0,0
1.4,34,男,已婚,13,私人,1,有,无防盗装置,国产,0,0
1.8,34,男,已婚,13,私人,1,有,有防盗装置,国产,0,0
1.8,34,男,已婚,13,私人,1,有,无防盗装置,进口,0,0
2.3,34,男,已婚,13,公司,1,有,无防盗装置,进口,0,0
1.8,33,男,已婚,13,私人,1,有,无防盗装置,国产,1,308
2.3,32,女,已婚,13,私人,1,无,无防盗装置,国产,0,0
1,49,男,已婚,12,私人,10,有,有防盗装置,国产,1,1338.4
2,47,男,已婚,12,公司,10,有,无防盗装置,进口,0,0
1.8,34,男,已婚,12,政府,10,无,无防盗装置,国产,0,0
2,34,男,已婚,12,公司,10,有,无防盗装置,国产,0,0
2,51,男,已婚,12,政府,9,有,有防盗装置,进口,0,0
3,47,男,已婚,12,私人,9,有,有防盗装置,进口,0,0
1.8,44,男,已婚,12,公司,9,有,无防盗装置,国产,0,0
1.8,43,男,已婚,12,私人,9,有,无防盗装置,国产,0,0
2,43,男,已婚,12,公司,9,有,无防盗装置,进口,0,0
1.8,38,男,已婚,12,私人,9,有,无防盗装置,国产,1,2218.4
1.5,34,男,已婚,12,私人,9,有,无防盗装置,进口,0,0
1.8,34,男,已婚,12,私人,9,有,无防盗装置,国产,1,198.4
1.8,45,男,已婚,12,公司,8,有,无防盗装置,国产,0,0
3,35,男,已婚,12,公司,8,无,有防盗装置,进口,0,0
1.6,34,男,已婚,12,政府,8,有,无防盗装置,国产,0,0
1.8,34,男,已婚,12,政府,8,有,无防盗装置,国产,1,2000
3,32,男,已婚,12,公司,8,有,无防盗装置,进口,0,0
2,36,女,已婚,12,公司,7,有,有防盗装置,进口,0,0
2,33,男,已婚,12,政府,7,有,无防盗装置,进口,0,0
1.8,31,女,已婚,12,公司,7,有,无防盗装置,国产,0,0
1.6,56,男,已婚,12,私人,6,无,无防盗装置,国产,0,0
1.8,51,男,已婚,12,公司,6,无,无防盗装置,国产,0,0
2,51,男,已婚,12,私人,6,有,无防盗装置,进口,0,0
1.8,49,女,已婚,12,公司,6,无,无防盗装置,国产,1,1316.4
1.4,44,男,已婚,12,私人,6,有,无防盗装置,国产,0,0
1.8,44,男,已婚,12,政府,6,有,无防盗装置,国产,0,0
1.6,41,男,已婚,12,政府,6,有,无防盗装置,国产,0,0
1.8,41,男,已婚,12,私人,6,无,无防盗装置,国产,0,0
1.8,40,男,已婚,12,政府,6,有,有防盗装置,国产,0,0
1.2,37,男,已婚,12,私人,6,有,无防盗装置,国产,0,0
2,37,男,已婚,12,公司,6,无,无防盗装置,国产,0,0
1.8,36,男,已婚,12,政府,6,有,无防盗装置,国产,0,0
2,36,女,已婚,12,私人,6,有,无防盗装置,进口,1,2488.1
2,34,男,已婚,12,公司,6,无,无防盗装置,进口,0,0
2,33,男,已婚,12,公司,6,无,无防盗装置,国产,0,0
1.8,60,男,已婚,12,私人,5,有,无防盗装置,国产,0,0
1.6,49,男,已婚,12,私人,5,有,无防盗装置,国产,0,0
1.8,46,男,已婚,12,私人,5,有,无防盗装置,国产,0,0
1.8,44,女,已婚,12,政府,5,无,无防盗装置,国产,0,0
1.8,41,男,已婚,12,政府,5,有,无防盗装置,国产,0,0
1.8,40,男,已婚,12,公司,5,无,无防盗装置,国产,0,0
1,37,男,已婚,12,政府,5,有,无防盗装置,国产,1,160
1.8,37,男,已婚,12,公司,5,无,无防盗装置,国产,0,0
2,36,男,已婚,12,公司,5,无,无防盗装置,国产,0,0
1.8,35,男,未婚,12,私人,5,有,有防盗装置,国产,0,0
2,35,男,已婚,12,公司,5,有,有防盗装置,国产,0,0
1.8,33,男,已婚,12,公司,5,有,无防盗装置,国产,0,0
1.8,58,男,已婚,12,私人,4,无,无防盗装置,国产,1,12960
1.8,50,女,已婚,12,公司,4,无,无防盗装置,国产,0,0
1.8,37,男,已婚,12,私人,4,无,无防盗装置,国产,1,21896
2.4,37,男,已婚,12,公司,4,有,无防盗装置,进口,0,0
1.2,36,男,已婚,12,私人,4,无,有防盗装置,国产,1,400
1.6,34,男,已婚,12,政府,4,有,无防盗装置,国产,0,0
1.8,34,男,已婚,12,公司,4,有,有防盗装置,国产,0,0
2,59,男,已婚,12,公司,3,有,无防盗装置,国产,0,0
1.8,50,男,已婚,12,私人,3,有,无防盗装置,国产,0,0
1.8,49,女,已婚,12,公司,3,无,无防盗装置,国产,0,0
1.8,46,男,已婚,12,私人,3,有,有防盗装置,进口,0,0
1.8,43,男,已婚,12,私人,3,有,无防盗装置,国产,0,0
1.8,42,男,已婚,12,私人,3,有,有防盗装置,国产,0,0
1.8,41,男,已婚,12,公司,3,无,无防盗装置,进口,0,0
1.8,38,男,已婚,12,私人,3,有,无防盗装置,国产,0,0
1.8,37,男,已婚,12,私人,3,无,有防盗装置,国产,0,0
2,37,男,已婚,12,公司,3,无,无防盗装置,进口,0,0
1.8,31,男,已婚,12,公司,3,有,无防盗装置,国产,1,353.3
3,31,男,已婚,12,政府,3,有,无防盗装置,国产,0,0
1.6,56,男,已婚,12,私人,2,有,无防盗装置,国产,0,0
1.2,52,男,已婚,12,私人,2,有,无防盗装置,国产,0,0
1.8,43,男,已婚,12,私人,2,有,无防盗装置,进口,0,0
1.2,41,男,已婚,12,公司,2,有,无防盗装置,国产,1,37968
2,41,男,已婚,12,私人,2,有,无防盗装置,进口,0,0
1.4,39,男,已婚,12,私人,2,有,无防盗装置,国产,0,0
1.8,39,女,已婚,12,私人,2,有,无防盗装置,进口,0,0
1.8,37,男,已婚,12,政府,2,有,无防盗装置,进口,0,0
1.8,37,男,已婚,12,公司,2,有,无防盗装置,进口,0,0
2.8,36,男,已婚,12,私人,2,无,无防盗装置,进口,0,0
1.6,34,男,已婚,12,政府,2,有,无防盗装置,国产,0,0
1.8,34,男,已婚,12,政府,2,有,有防盗装置,国产,0,0
1.8,34,男,已婚,12,政府,2,有,无防盗装置,进口,0,0
2.3,34,男,已婚,12,公司,2,有,无防盗装置,进口,0,0
2.4,34,男,已婚,12,私人,2,有,有防盗装置,国产,0,0
1,30,男,已婚,12,公司,2,有,无防盗装置,国产,0,0
2.5,62,女,已婚,12,私人,1,有,无防盗装置,进口,1,1127
2,54,男,已婚,12,私人,1,无,有防盗装置,进口,0,0
1.8,52,男,已婚,12,公司,1,无,有防盗装置,国产,0,0
1.8,52,男,已婚,12,私人,1,有,有防盗装置,国产,0,0
1.8,50,男,已婚,12,私人,1,有,无防盗装置,国产,1,384
1.8,50,男,已婚,12,私人,1,有,无防盗装置,国产,1,4320
2,50,男,已婚,12,私人,1,有,无防盗装置,进口,1,892.4
1.6,49,男,已婚,12,私人,1,有,无防盗装置,国产,1,336
1.8,48,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,47,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,47,男,已婚,12,公司,1,有,无防盗装置,国产,1,14422
2,47,男,已婚,12,公司,1,有,无防盗装置,进口,0,0
1.6,46,男,已婚,12,私人,1,有,无防盗装置,国产,1,156
1.8,46,男,已婚,12,私人,1,无,无防盗装置,国产,0,0
1.6,45,男,未婚,12,私人,1,有,有防盗装置,国产,1,1734.4
1.8,45,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
2.4,45,男,已婚,12,私人,1,有,无防盗装置,进口,0,0
2,44,男,已婚,12,私人,1,有,无防盗装置,进口,0,0
2,44,男,已婚,12,公司,1,无,无防盗装置,进口,0,0
1.8,43,男,已婚,12,公司,1,有,无防盗装置,进口,0,0
1.4,42,女,已婚,12,私人,1,有,无防盗装置,国产,1,225
1.6,42,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,42,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
2,42,男,已婚,12,私人,1,有,无防盗装置,进口,1,1376.8
1.6,41,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,41,女,已婚,12,私人,1,有,无防盗装置,进口,0,0
1.8,41,男,已婚,12,公司,1,有,无防盗装置,国产,0,0
1.8,41,女,已婚,12,公司,1,有,无防盗装置,进口,0,0
2,41,男,已婚,12,私人,1,有,有防盗装置,进口,1,1122.4
1.6,40,女,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.6,40,男,已婚,12,私人,1,有,无防盗装置,国产,1,178
3,40,男,已婚,12,私人,1,有,无防盗装置,进口,0,0
1.6,38,男,已婚,12,私人,1,有,无防盗装置,国产,1,88
1.6,38,男,已婚,12,私人,1,有,无防盗装置,国产,1,1242.4
1.6,38,男,未婚,12,私人,1,有,无防盗装置,国产,1,4240
1.8,38,男,已婚,12,私人,1,有,有防盗装置,进口,0,0
1.8,38,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.6,37,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.6,37,男,已婚,12,公司,1,有,无防盗装置,国产,0,0
1.8,37,男,已婚,12,私人,1,有,有防盗装置,进口,0,0
1.8,37,男,已婚,12,公司,1,有,无防盗装置,进口,0,0
2.3,37,男,已婚,12,公司,1,有,无防盗装置,进口,0,0
3,37,男,已婚,12,私人,1,有,无防盗装置,进口,1,7128
1.3,36,女,已婚,12,私人,1,有,无防盗装置,国产,1,1023.4
1.6,36,男,已婚,12,私人,1,有,有防盗装置,进口,0,0
1.8,36,男,已婚,12,公司,1,有,有防盗装置,国产,0,0
1.8,36,男,已婚,12,政府,1,有,无防盗装置,进口,0,0
1.8,36,男,已婚,12,公司,1,有,无防盗装置,国产,0,0
1.8,36,男,已婚,12,私人,1,有,无防盗装置,进口,1,432
2.4,36,男,已婚,12,私人,1,有,有防盗装置,进口,0,0
2,35,男,已婚,12,私人,1,有,无防盗装置,进口,1,1279.3
2.3,35,男,已婚,12,私人,1,有,无防盗装置,进口,0,0
1.8,34,男,未婚,12,私人,1,无,有防盗装置,国产,0,0
1.8,34,男,已婚,12,私人,1,有,无防盗装置,进口,0,0
1.8,34,男,已婚,12,政府,1,有,无防盗装置,国产,0,0
2,34,男,已婚,12,私人,1,无,无防盗装置,国产,1,23834
1,33,男,已婚,12,公司,1,有,无防盗装置,国产,0,0
1.6,33,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,33,男,已婚,12,政府,1,有,无防盗装置,国产,0,0
1.8,33,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
2.8,33,男,已婚,12,私人,1,有,无防盗装置,进口,0,0
1.6,32,男,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.6,32,女,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.6,32,女,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,32,男,已婚,12,私人,1,有,有防盗装置,国产,0,0
1.6,31,女,已婚,12,私人,1,有,无防盗装置,国产,0,0
1.8,31,男,已婚,12,公司,1,有,无防盗装置,国产,0,0
1.8,31,男,已婚,12,公司,1,有,无防盗装置,国产,1,2707.5
1.8,56,男,已婚,11,私人,9,有,有防盗装置,国产,0,0
1.6,40,女,已婚,11,政府,9,有,有防盗装置,国产,0,0
1.8,31,男,已婚,11,私人,9,有,无防盗装置,国产,0,0
1.6,57,男,已婚,11,政府,8,无,无防盗装置,国产,0,0
1.8,33,男,已婚,11,公司,8,有,无防盗装置,国产,0,0
1.8,33,男,已婚,11,私人,8,有,无防盗装置,国产,0,0
2,34,男,已婚,11,政府,7,有,无防盗装置,国产,0,0
2.2,34,男,已婚,11,政府,7,有,无防盗装置,进口,0,0
1.8,32,男,已婚,11,政府,7,无,无防盗装置,国产,0,0
1.8,30,男,已婚,11,公司,7,无,无防盗装置,国产,0,0
1.8,42,男,已婚,11,私人,6,有,无防盗装置,国产,0,0
1.8,39,男,已婚,11,政府,6,有,无防盗装置,国产,0,0
2.2,39,男,已婚,11,公司,6,有,无防盗装置,进口,1,656
1.6,36,男,已婚,11,私人,6,有,无防盗装置,国产,0,0
1.6,34,男,已婚,11,私人,6,有,无防盗装置,国产,1,396.4
2,33,男,已婚,11,政府,6,有,无防盗装置,国产,0,0
1.8,29,男,已婚,11,私人,6,有,无防盗装置,国产,0,0
1.8,46,男,已婚,11,私人,5,无,无防盗装置,国产,0,0
1.8,43,男,已婚,11,公司,5,有,无防盗装置,国产,1,904.8
2,40,男,已婚,11,私人,5,无,无防盗装置,国产,0,0
1.8,35,男,已婚,11,公司,5,有,无防盗装置,国产,0,0
1.6,33,男,已婚,11,私人,5,有,无防盗装置,国产,0,0
1.8,31,男,已婚,11,公司,5,无,无防盗装置,国产,0,0
2,30,男,已婚,11,公司,5,无,无防盗装置,进口,1,1133.9
1.8,46,男,已婚,11,私人,4,有,有防盗装置,国产,0,0
1.8,45,男,已婚,11,私人,4,有,无防盗装置,国产,1,496
1.8,40,男,已婚,11,政府,4,有,无防盗装置,国产,0,0
2.5,40,男,已婚,11,私人,4,有,有防盗装置,进口,0,0
1.8,34,男,已婚,11,私人,4,有,无防盗装置,国产,0,0
1.8,33,男,已婚,11,政府,4,无,无防盗装置,进口,1,360
1.8,32,男,已婚,11,公司,4,有,有防盗装置,国产,0,0
1.8,42,男,已婚,11,公司,3,无,无防盗装置,国产,0,0
1.8,39,男,已婚,11,私人,3,有,无防盗装置,进口,0,0
1.8,37,男,已婚,11,公司,3,有,无防盗装置,国产,1,1124
2,35,男,已婚,11,公司,3,无,有防盗装置,国产,1,355.2
1.6,34,女,已婚,11,私人,3,有,无防盗装置,国产,0,0
1.8,32,男,已婚,11,私人,3,有,无防盗装置,国产,1,1373.3
2,51,男,已婚,11,私人,2,无,无防盗装置,进口,0,0
1.4,46,男,已婚,11,私人,2,有,无防盗装置,国产,0,0
2.4,44,男,已婚,11,私人,2,有,有防盗装置,进口,0,0
1.8,42,男,已婚,11,私人,2,有,无防盗装置,国产,0,0
1.8,40,男,已婚,11,私人,2,有,无防盗装置,国产,0,0
3,40,男,已婚,11,私人,2,有,无防盗装置,进口,1,720
1.6,35,男,已婚,11,私人,2,有,无防盗装置,国产,0,0
1.8,34,男,已婚,11,公司,2,有,有防盗装置,国产,0,0
1.2,31,男,已婚,11,公司,2,有,无防盗装置,国产,0,0
1.6,55,男,已婚,11,私人,1,无,无防盗装置,国产,1,1060
1.8,51,男,已婚,11,私人,1,有,有防盗装置,国产,0,0
1.8,48,男,已婚,11,私人,1,有,无防盗装置,进口,0,0
1.6,47,男,已婚,11,公司,1,有,无防盗装置,进口,1,515.2
1.8,44,男,已婚,11,私人,1,有,无防盗装置,进口,1,356
1.8,44,男,已婚,11,私人,1,有,无防盗装置,国产,1,936
2,43,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
1.8,42,男,已婚,11,私人,1,无,有防盗装置,国产,0,0
1.6,41,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
1.6,40,男,已婚,11,私人,1,有,无防盗装置,国产,1,1120
1.8,40,男,已婚,11,私人,1,有,无防盗装置,国产,1,59440
1.4,38,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
1.8,38,男,已婚,11,公司,1,有,无防盗装置,国产,0,0
1.8,38,男,已婚,11,私人,1,有,无防盗装置,国产,1,300.6
2,38,男,已婚,11,私人,1,有,无防盗装置,进口,0,0
2,37,女,已婚,11,私人,1,有,有防盗装置,进口,1,280
1.8,35,男,已婚,11,公司,1,有,有防盗装置,进口,0,0
1.8,35,男,已婚,11,政府,1,有,无防盗装置,进口,1,1993.6
1.8,35,男,已婚,11,私人,1,有,有防盗装置,进口,1,16400
1.6,34,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
1.8,34,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
1.8,34,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
2,34,男,已婚,11,公司,1,有,无防盗装置,进口,0,0
2,34,男,已婚,11,公司,1,有,无防盗装置,国产,1,1228
1.8,33,男,已婚,11,政府,1,有,有防盗装置,国产,0,0
1.8,33,女,已婚,11,公司,1,有,有防盗装置,国产,0,0
1.8,33,男,已婚,11,政府,1,有,无防盗装置,国产,0,0
2,31,男,已婚,11,政府,1,有,无防盗装置,进口,0,0
2.4,31,男,已婚,11,私人,1,无,无防盗装置,进口,0,0
2.8,31,男,已婚,11,公司,1,有,无防盗装置,进口,1,4950.4
1.6,30,男,已婚,11,私人,1,有,无防盗装置,国产,0,0
3,30,女,已婚,11,私人,1,有,有防盗装置,进口,1,1610.9
1.8,46,女,已婚,10,私人,10,有,无防盗装置,进口,0,0
1.6,35,男,已婚,10,私人,10,有,有防盗装置,国产,0,0
1.8,35,男,已婚,10,政府,10,有,有防盗装置,国产,0,0
1.8,33,男,已婚,10,私人,10,有,无防盗装置,国产,0,0
1.8,32,男,已婚,10,私人,10,有,无防盗装置,国产,1,352
1.6,45,男,已婚,10,私人,9,有,有防盗装置,国产,1,463.2
1.6,47,男,已婚,10,私人,8,有,无防盗装置,国产,0,0
1.6,44,男,已婚,10,私人,8,有,无防盗装置,国产,0,0
1.8,40,男,已婚,10,政府,8,有,有防盗装置,国产,0,0
1.8,47,男,已婚,10,私人,7,有,无防盗装置,国产,0,0
2,44,男,已婚,10,公司,7,无,无防盗装置,进口,0,0
1.8,43,男,已婚,10,公司,7,有,无防盗装置,国产,0,0
1.6,40,男,已婚,10,私人,7,无,无防盗装置,国产,1,1314.6
1.8,34,男,已婚,10,公司,7,无,有防盗装置,国产,0,0
1.8,31,女,已婚,10,公司,7,有,无防盗装置,国产,0,0
2,28,男,已婚,10,公司,7,无,无防盗装置,国产,0,0
2,51,男,已婚,10,私人,6,有,无防盗装置,国产,0,0
1.6,41,男,已婚,10,私人,6,有,有防盗装置,国产,0,0
1.6,41,男,已婚,10,公司,6,有,无防盗装置,国产,0,0
1.6,40,男,已婚,10,政府,6,有,无防盗装置,国产,1,868
1.8,33,男,已婚,10,公司,6,有,无防盗装置,国产,0,0
1.8,32,男,已婚,10,公司,6,有,无防盗装置,国产,0,0
2,44,男,已婚,10,私人,5,无,有防盗装置,进口,0,0
1.6,37,男,已婚,10,政府,5,无,无防盗装置,国产,0,0
2,37,男,已婚,10,私人,5,无,无防盗装置,进口,0,0
1.8,35,男,已婚,10,政府,5,有,无防盗装置,国产,0,0
1.8,33,男,已婚,10,私人,5,有,无防盗装置,国产,0,0
1.8,30,男,已婚,10,公司,5,有,有防盗装置,国产,0,0
1,54,男,已婚,10,私人,4,无,有防盗装置,国产,0,0
1.6,45,男,已婚,10,私人,4,有,无防盗装置,国产,0,0
1.8,38,男,已婚,10,政府,4,有,无防盗装置,国产,0,0
1,37,男,已婚,10,私人,4,有,无防盗装置,国产,0,0
2,36,男,已婚,10,公司,4,无,无防盗装置,国产,0,0
1.8,32,男,已婚,10,政府,4,有,无防盗装置,国产,0,0
1.4,50,男,已婚,10,公司,3,有,无防盗装置,国产,0,0
1.8,50,男,已婚,10,私人,3,无,无防盗装置,国产,0,0
1.8,47,男,已婚,10,政府,3,有,无防盗装置,国产,0,0
1.6,42,男,已婚,10,公司,3,有,无防盗装置,国产,0,0
1.6,41,男,已婚,10,私人,3,有,无防盗装置,国产,0,0
1.8,41,女,已婚,10,私人,3,有,无防盗装置,国产,0,0
1.8,39,男,已婚,10,私人,3,有,无防盗装置,国产,0,0
1.8,39,男,已婚,10,公司,3,无,无防盗装置,进口,0,0
